NO.	GN	AGE	EDU	HHM	HHW	IWORK	IOPW	IRTEH	RESTEHP	IWTEH	ITT	HHINC	IEVAL	PHU	MAIN_MODE	SEC_MODE	TTSTA	STOP	TAXI	HHCOW	WILLP	W_CAR_TT	W_CAR_CO	W_CAR_WT	W_PT_TT	W_PT_CO	W_PT_WT	W_AT_TT	W_AT_CO	W_AT_WT	W_T_TT	W_T_CO	W_T_WT	WorkTrip_CHOICE	MEHTR	EMTR	TaxiMoreComfortableThanAuto	NeedCarAtWork	PreferNotToDrive	EcoSysFriendly	PreferToUsePT	TaxiWaitingTime	PreferWalking	PreferAuto	StressfulWhilePassanger	ParkingNotAvailable	PreferToRenACar	PreferTaxi	UsedCruise	PreferElectricAuto	PreferHybridAuto	TrustAutoDrive	UsingSiriORAlexa	TrustCruise	UseGoogleMas	UsingTimeINAuto	FacingTraffic	SharedApp	BeingOnTimeMatters	ATUsingCamera	TalkingToOperator	LandOperatorControl	ATWorkWithTaxi	MobileIsImportant	RecreationRatherWork	TechnologyMatter	WorryAboutPrivacy	WaitingForNewBrandTech	SharingTripIsOk	EconomicalSatisfied
95	2	4	3	5	2	2	7	1	1	1	1	3	4	3	4	4	1	1	1	2	5	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	4	3	4	2	4	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5
96	2	4	3	5	2	2	7	1	1	1	1	3	4	3	4	4	1	1	1	2	5	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	4	4	3	4	2	4	3	3	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5
97	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	1	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
98	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	1	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
99	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	1	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
100	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	1	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
101	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
102	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
103	1	4	2	3	2	2	6	1	4	1	2	4	3	3	1	3	2	1	2	1	1	75	30	2	85	15	15	20	400	10	70	120	5	3	0	0	4	3	4	4	4	2	5	4	2	5	2	3	2	5	5	4	4	4	5	4	5	4	5	4	4	4	4	4	3	4	4	3	3	1
104	1	4	2	3	2	2	6	1	4	1	2	4	3	3	1	3	2	1	2	1	1	75	70	0	105	10	25	20	400	10	70	100	10	2	0	0	4	3	4	4	4	2	5	4	2	5	2	3	2	5	5	4	4	4	5	4	5	4	5	4	4	4	4	4	3	4	4	3	3	1
105	1	4	2	3	2	2	6	1	4	1	2	4	3	3	1	3	2	1	2	1	1	50	50	2	85	15	25	20	400	5	70	120	10	1	0	0	4	3	4	4	4	2	5	4	2	5	2	3	2	5	5	4	4	4	5	4	5	4	5	4	4	4	4	4	3	4	4	3	3	1
106	1	4	2	3	2	2	6	1	4	1	2	4	3	3	1	3	2	1	2	1	1	90	50	4	70	10	25	20	600	5	90	100	10	1	0	0	4	3	4	4	4	2	5	4	2	5	2	3	2	5	5	4	4	4	5	4	5	4	5	4	4	4	4	4	3	4	4	3	3	1
107	1	4	2	3	2	2	6	1	4	1	2	4	3	3	1	3	2	1	2	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	3	4	4	4	2	5	4	2	5	2	3	2	5	5	4	4	4	5	4	5	4	5	4	4	4	4	4	3	4	4	3	3	1
108	1	4	2	3	2	2	6	1	4	1	2	4	3	3	1	3	2	1	2	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	4	3	4	4	4	2	5	4	2	5	2	3	2	5	5	4	4	4	5	4	5	4	5	4	4	4	4	4	3	4	4	3	3	1
109	2	4	3	2	1	3	6	1	4	1	3	6	3	2	3	3	5	1	2	1	5	75	30	2	85	15	15	20	400	10	70	120	5	4	4	0	4	2	4	5	5	5	3	4	4	5	1	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	5	5	5	3	1
110	2	4	3	2	1	3	6	1	4	1	3	6	3	2	3	3	5	1	2	1	5	75	70	0	105	10	25	20	400	10	70	100	10	4	4	0	4	2	4	5	5	5	3	4	4	5	1	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	5	5	5	3	1
111	2	4	3	2	1	3	6	1	4	1	3	6	3	2	3	3	5	1	2	1	5	50	50	2	85	15	25	20	400	5	70	120	10	1	4	0	4	2	4	5	5	5	3	4	4	5	1	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	5	5	5	3	1
112	2	4	3	2	1	3	6	1	4	1	3	6	3	2	3	3	5	1	2	1	5	90	50	4	70	10	25	20	600	5	90	100	10	1	4	0	4	2	4	5	5	5	3	4	4	5	1	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	5	5	5	3	1
113	2	4	3	2	1	3	6	1	4	1	3	6	3	2	3	3	5	1	2	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	4	0	4	2	4	5	5	5	3	4	4	5	1	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	5	5	5	3	1
114	2	4	3	2	1	3	6	1	4	1	3	6	3	2	3	3	5	1	2	1	5	90	50	4	70	5	15	15	600	7	90	150	10	1	4	0	4	2	4	5	5	5	3	4	4	5	1	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	2	5	5	5	3	1
121	1	4	3	4	2	3	5	1	4	1	2	5	2	1	1	4	1	1	3	1	5	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	5	3	2	4	4	4	5	2	2	5	1	5	1	5	5	3	3	4	5	4	5	5	5	4	4	4	4	5	4	4	2	4	4	2
122	1	4	3	4	2	3	5	1	4	1	2	5	2	1	1	4	1	1	3	1	5	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	5	3	2	4	4	4	5	2	2	5	1	5	1	5	5	3	3	4	5	4	5	5	5	4	4	4	4	5	4	4	2	4	4	2
123	1	4	3	4	2	3	5	1	4	1	2	5	2	1	1	4	1	1	3	1	5	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	5	3	2	4	4	4	5	2	2	5	1	5	1	5	5	3	3	4	5	4	5	5	5	4	4	4	4	5	4	4	2	4	4	2
124	1	4	3	4	2	3	5	1	4	1	2	5	2	1	1	4	1	1	3	1	5	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	5	3	2	4	4	4	5	2	2	5	1	5	1	5	5	3	3	4	5	4	5	5	5	4	4	4	4	5	4	4	2	4	4	2
125	1	4	3	4	2	3	5	1	4	1	2	5	2	1	1	4	1	1	3	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	5	3	2	4	4	4	5	2	2	5	1	5	1	5	5	3	3	4	5	4	5	5	5	4	4	4	4	5	4	4	2	4	4	2
126	1	4	3	4	2	3	5	1	4	1	2	5	2	1	1	4	1	1	3	1	5	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	5	3	2	4	4	4	5	2	2	5	1	5	1	5	5	3	3	4	5	4	5	5	5	4	4	4	4	5	4	4	2	4	4	2
127	1	4	3	3	2	2	5	1	1	1	1	4	2	2	7	4	1	1	2	3	1	75	30	2	85	15	15	20	400	10	70	120	5	1	1	0	4	2	4	5	4	2	2	3	2	4	1	4	1	3	4	3	5	4	4	4	2	5	2	4	4	3	4	5	4	4	2	4	2	2
128	1	4	3	3	2	2	5	1	1	1	1	4	2	2	7	4	1	1	2	3	1	75	70	0	105	10	25	20	400	10	70	100	10	1	1	0	4	2	4	5	4	2	2	3	2	4	1	4	1	3	4	3	5	4	4	4	2	5	2	4	4	3	4	5	4	4	2	4	2	2
129	1	4	3	3	2	2	5	1	1	1	1	4	2	2	7	4	1	1	2	3	1	50	50	2	85	15	25	20	400	5	70	120	10	1	1	0	4	2	4	5	4	2	2	3	2	4	1	4	1	3	4	3	5	4	4	4	2	5	2	4	4	3	4	5	4	4	2	4	2	2
130	1	4	3	3	2	2	5	1	1	1	1	4	2	2	7	4	1	1	2	3	1	90	50	4	70	10	25	20	600	5	90	100	10	1	1	0	4	2	4	5	4	2	2	3	2	4	1	4	1	3	4	3	5	4	4	4	2	5	2	4	4	3	4	5	4	4	2	4	2	2
131	1	4	3	3	2	2	5	1	1	1	1	4	2	2	7	4	1	1	2	3	1	50	30	0	105	10	25	15	600	7	70	100	5	1	1	0	4	2	4	5	4	2	2	3	2	4	1	4	1	3	4	3	5	4	4	4	2	5	2	4	4	3	4	5	4	4	2	4	2	2
132	1	4	3	3	2	2	5	1	1	1	1	4	2	2	7	4	1	1	2	3	1	90	50	4	70	5	15	15	600	7	90	150	10	1	1	0	4	2	4	5	4	2	2	3	2	4	1	4	1	3	4	3	5	4	4	4	2	5	2	4	4	3	4	5	4	4	2	4	2	2
133	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	1	75	30	2	85	15	15	20	400	10	70	120	5	1	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
134	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	1	75	70	0	105	10	25	20	400	10	70	100	10	4	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
135	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	1	50	50	2	85	15	25	20	400	5	70	120	10	4	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
136	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	1	90	50	4	70	10	25	20	600	5	90	100	10	4	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
137	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	1	50	30	0	105	10	25	15	600	7	70	100	5	4	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
138	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
139	2	4	4	2	1	1	6	1	5	1	3	3	2	1	1	4	3	1	1	1	3	75	30	2	85	15	15	20	400	10	70	120	5	2	2	2	5	5	5	4	3	3	5	4	2	4	2	3	5	4	5	4	5	5	5	5	4	5	5	5	3	3	3	5	3	4	3	2	2	4
140	2	4	4	2	1	1	6	1	5	1	3	3	2	1	1	4	3	1	1	1	3	75	70	0	105	10	25	20	400	10	70	100	10	1	2	2	5	5	5	4	3	3	5	4	2	4	2	3	5	4	5	4	5	5	5	5	4	5	5	5	3	3	3	5	3	4	3	2	2	4
141	2	4	4	2	1	1	6	1	5	1	3	3	2	1	1	4	3	1	1	1	3	50	50	2	85	15	25	20	400	5	70	120	10	3	2	2	5	5	5	4	3	3	5	4	2	4	2	3	5	4	5	4	5	5	5	5	4	5	5	5	3	3	3	5	3	4	3	2	2	4
142	2	4	4	2	1	1	6	1	5	1	3	3	2	1	1	4	3	1	1	1	3	90	50	4	70	10	25	20	600	5	90	100	10	2	2	2	5	5	5	4	3	3	5	4	2	4	2	3	5	4	5	4	5	5	5	5	4	5	5	5	3	3	3	5	3	4	3	2	2	4
143	2	4	4	2	1	1	6	1	5	1	3	3	2	1	1	4	3	1	1	1	3	50	30	0	105	10	25	15	600	7	70	100	5	1	2	2	5	5	5	4	3	3	5	4	2	4	2	3	5	4	5	4	5	5	5	5	4	5	5	5	3	3	3	5	3	4	3	2	2	4
144	2	4	4	2	1	1	6	1	5	1	3	3	2	1	1	4	3	1	1	1	3	90	50	4	70	5	15	15	600	7	90	150	10	4	2	2	5	5	5	4	3	3	5	4	2	4	2	3	5	4	5	4	5	5	5	5	4	5	5	5	3	3	3	5	3	4	3	2	2	4
145	1	4	3	2	2	4	3	1	4	1	2	5	2	4	10	4	4	2	1	2	5	75	30	2	85	15	15	20	400	10	70	120	5	2	1	1	5	3	5	5	5	1	3	5	2	3	3	3	3	3	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
146	1	4	3	2	2	4	3	1	4	1	2	5	2	4	10	4	4	2	1	2	5	75	70	0	105	10	25	20	400	10	70	100	10	1	1	1	5	3	5	5	5	1	3	5	2	3	3	3	3	3	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
147	1	4	3	2	2	4	3	1	4	1	2	5	2	4	10	4	4	2	1	2	5	50	50	2	85	15	25	20	400	5	70	120	10	3	1	1	5	3	5	5	5	1	3	5	2	3	3	3	3	3	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
148	1	4	3	2	2	4	3	1	4	1	2	5	2	4	10	4	4	2	1	2	5	90	50	4	70	10	25	20	600	5	90	100	10	2	1	1	5	3	5	5	5	1	3	5	2	3	3	3	3	3	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
149	1	4	3	2	2	4	3	1	4	1	2	5	2	4	10	4	4	2	1	2	5	50	30	0	105	10	25	15	600	7	70	100	5	1	1	1	5	3	5	5	5	1	3	5	2	3	3	3	3	3	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
150	1	4	3	2	2	4	3	1	4	1	2	5	2	4	10	4	4	2	1	2	5	90	50	4	70	5	15	15	600	7	90	150	10	4	1	1	5	3	5	5	5	1	3	5	2	3	3	3	3	3	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
151	2	4	2	1	1	1	7	2	4	2	1	5	2	4	1	4	1	2	4	2	2	75	30	2	85	15	15	20	400	10	70	120	5	1	2	3	2	1	1	3	2	4	4	4	4	2	2	2	2	2	4	4	4	2	4	4	4	4	3	4	4	5	5	5	5	4	4	2	4	4
152	2	4	2	1	1	1	7	2	4	2	1	5	2	4	1	4	1	2	4	2	2	75	70	0	105	10	25	20	400	10	70	100	10	1	2	3	2	1	1	3	2	4	4	4	4	2	2	2	2	2	4	4	4	2	4	4	4	4	3	4	4	5	5	5	5	4	4	2	4	4
153	2	4	2	1	1	1	7	2	4	2	1	5	2	4	1	4	1	2	4	2	2	50	50	2	85	15	25	20	400	5	70	120	10	1	2	3	2	1	1	3	2	4	4	4	4	2	2	2	2	2	4	4	4	2	4	4	4	4	3	4	4	5	5	5	5	4	4	2	4	4
154	2	4	2	1	1	1	7	2	4	2	1	5	2	4	1	4	1	2	4	2	2	90	50	4	70	10	25	20	600	5	90	100	10	1	2	3	2	1	1	3	2	4	4	4	4	2	2	2	2	2	4	4	4	2	4	4	4	4	3	4	4	5	5	5	5	4	4	2	4	4
155	2	4	2	1	1	1	7	2	4	2	1	5	2	4	1	4	1	2	4	2	2	50	30	0	105	10	25	15	600	7	70	100	5	1	2	3	2	1	1	3	2	4	4	4	4	2	2	2	2	2	4	4	4	2	4	4	4	4	3	4	4	5	5	5	5	4	4	2	4	4
156	2	4	2	1	1	1	7	2	4	2	1	5	2	4	1	4	1	2	4	2	2	90	50	4	70	5	15	15	600	7	90	150	10	1	2	3	2	1	1	3	2	4	4	4	4	2	2	2	2	2	4	4	4	2	4	4	4	4	3	4	4	5	5	5	5	4	4	2	4	4
157	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	5	75	30	2	85	15	15	20	400	10	70	120	5	1	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
158	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	5	75	70	0	105	10	25	20	400	10	70	100	10	1	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
159	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	5	50	50	2	85	15	25	20	400	5	70	120	10	1	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
160	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	5	90	50	4	70	10	25	20	600	5	90	100	10	1	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
161	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	5	50	30	0	105	10	25	15	600	7	70	100	5	1	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
162	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	5	90	50	4	70	5	15	15	600	7	90	150	10	1	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
163	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	5	75	30	2	85	15	15	20	400	10	70	120	5	2	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
164	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	5	75	70	0	105	10	25	20	400	10	70	100	10	1	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
165	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	5	50	50	2	85	15	25	20	400	5	70	120	10	3	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
166	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	5	90	50	4	70	10	25	20	600	5	90	100	10	2	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
167	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	5	50	30	0	105	10	25	15	600	7	70	100	5	1	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
168	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	5	90	50	4	70	5	15	15	600	7	90	150	10	4	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
169	2	4	2	5	3	1	6	1	8	1	2	3	3	4	5	6	2	1	1	3	3	75	30	2	85	15	15	20	400	10	70	120	5	2	2	1	4	2	1	5	3	3	5	5	4	5	4	3	5	5	5	4	4	4	5	4	4	5	5	5	2	5	3	3	4	1	2	5	2	1
170	2	4	2	5	3	1	6	1	8	1	2	3	3	4	5	6	2	1	1	3	3	75	70	0	105	10	25	20	400	10	70	100	10	1	2	1	4	2	1	5	3	3	5	5	4	5	4	3	5	5	5	4	4	4	5	4	4	5	5	5	2	5	3	3	4	1	2	5	2	1
171	2	4	2	5	3	1	6	1	8	1	2	3	3	4	5	6	2	1	1	3	3	50	50	2	85	15	25	20	400	5	70	120	10	3	2	1	4	2	1	5	3	3	5	5	4	5	4	3	5	5	5	4	4	4	5	4	4	5	5	5	2	5	3	3	4	1	2	5	2	1
172	2	4	2	5	3	1	6	1	8	1	2	3	3	4	5	6	2	1	1	3	3	90	50	4	70	10	25	20	600	5	90	100	10	2	2	1	4	2	1	5	3	3	5	5	4	5	4	3	5	5	5	4	4	4	5	4	4	5	5	5	2	5	3	3	4	1	2	5	2	1
173	2	4	2	5	3	1	6	1	8	1	2	3	3	4	5	6	2	1	1	3	3	50	30	0	105	10	25	15	600	7	70	100	5	1	2	1	4	2	1	5	3	3	5	5	4	5	4	3	5	5	5	4	4	4	5	4	4	5	5	5	2	5	3	3	4	1	2	5	2	1
174	2	4	2	5	3	1	6	1	8	1	2	3	3	4	5	6	2	1	1	3	3	90	50	4	70	5	15	15	600	7	90	150	10	4	2	1	4	2	1	5	3	3	5	5	4	5	4	3	5	5	5	4	4	4	5	4	4	5	5	5	2	5	3	3	4	1	2	5	2	1
175	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	5	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
176	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	5	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
177	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	5	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
178	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	5	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
179	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	5	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
180	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	5	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
181	1	4	3	2	2	2	5	1	4	1	2	7	2	1	4	3	1	2	1	1	5	75	30	2	85	15	15	20	400	10	70	120	5	2	2	0	4	5	5	5	5	4	4	4	2	2	4	2	4	4	4	4	5	5	5	5	5	5	5	5	5	5	3	5	2	5	4	4	2	4
182	1	4	3	2	2	2	5	1	4	1	2	7	2	1	4	3	1	2	1	1	5	75	70	0	105	10	25	20	400	10	70	100	10	2	2	0	4	5	5	5	5	4	4	4	2	2	4	2	4	4	4	4	5	5	5	5	5	5	5	5	5	5	3	5	2	5	4	4	2	4
183	1	4	3	2	2	2	5	1	4	1	2	7	2	1	4	3	1	2	1	1	5	50	50	2	85	15	25	20	400	5	70	120	10	2	2	0	4	5	5	5	5	4	4	4	2	2	4	2	4	4	4	4	5	5	5	5	5	5	5	5	5	5	3	5	2	5	4	4	2	4
184	1	4	3	2	2	2	5	1	4	1	2	7	2	1	4	3	1	2	1	1	5	90	50	4	70	10	25	20	600	5	90	100	10	2	2	0	4	5	5	5	5	4	4	4	2	2	4	2	4	4	4	4	5	5	5	5	5	5	5	5	5	5	3	5	2	5	4	4	2	4
185	1	4	3	2	2	2	5	1	4	1	2	7	2	1	4	3	1	2	1	1	5	50	30	0	105	10	25	15	600	7	70	100	5	2	2	0	4	5	5	5	5	4	4	4	2	2	4	2	4	4	4	4	5	5	5	5	5	5	5	5	5	5	3	5	2	5	4	4	2	4
186	1	4	3	2	2	2	5	1	4	1	2	7	2	1	4	3	1	2	1	1	5	90	50	4	70	5	15	15	600	7	90	150	10	2	2	0	4	5	5	5	5	4	4	4	2	2	4	2	4	4	4	4	5	5	5	5	5	5	5	5	5	5	3	5	2	5	4	4	2	4
205	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	1	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
206	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	1	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
207	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	1	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
208	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	1	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
209	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
210	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
211	2	4	2	2	1	3	5	2	0	2	3	3	3	4	1	4	1	2	1	1	1	75	30	2	85	15	15	20	400	10	70	120	5	1	0	0	4	2	2	4	4	2	4	2	2	2	2	4	1	3	3	3	4	3	5	4	4	4	5	2	4	4	1	4	4	4	3	4	2	2
212	2	4	2	2	1	3	5	2	0	2	3	3	3	4	1	4	1	2	1	1	1	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	4	2	2	4	4	2	4	2	2	2	2	4	1	3	3	3	4	3	5	4	4	4	5	2	4	4	1	4	4	4	3	4	2	2
