NO.	GN	AGE	EDU	HHM	HHW	IWORK	IOPW	IRTEH	RESTEHP	IWTEH	ITT	HHINC	IEVAL	PHU	MAIN_MODE	SEC_MODE	TTSTA	STOP	TAXI	HHCOW	WILLP	W_CAR_TT	W_CAR_CO	W_CAR_WT	W_PT_TT	W_PT_CO	W_PT_WT	W_AT_TT	W_AT_CO	W_AT_WT	W_T_TT	W_T_CO	W_T_WT	WorkTrip_CHOICE	MEHTR	EMTR	TaxiMoreComfortableThanAuto	NeedCarAtWork	PreferNotToDrive	EcoSysFriendly	PreferToUsePT	TaxiWaitingTime	PreferWalking	PreferAuto	StressfulWhilePassanger	ParkingNotAvailable	PreferToRenACar	PreferTaxi	UsedCruise	PreferElectricAuto	PreferHybridAuto	TrustAutoDrive	UsingSiriORAlexa	TrustCruise	UseGoogleMas	UsingTimeINAuto	FacingTraffic	SharedApp	BeingOnTimeMatters	ATUsingCamera	TalkingToOperator	LandOperatorControl	ATWorkWithTaxi	MobileIsImportant	RecreationRatherWork	TechnologyMatter	WorryAboutPrivacy	WaitingForNewBrandTech	SharingTripIsOk	EconomicalSatisfied
422	1	2	2	4	3	2	5	1	18	1	3	5	3	2	3	1	2	1	4	1	3	75	70	0	105	10	25	20	400	10	70	100	10	1	2	0	4	5	5	3	5	2	4	4	2	5	1	3	2	4	5	4	5	4	5	4	5	5	2	4	4	4	5	5	2	4	5	2	1	2
423	1	2	2	4	3	2	5	1	18	1	3	5	3	2	3	1	2	1	4	1	3	50	50	2	85	15	25	20	400	5	70	120	10	3	2	0	4	5	5	3	5	2	4	4	2	5	1	3	2	4	5	4	5	4	5	4	5	5	2	4	4	4	5	5	2	4	5	2	1	2
424	1	2	2	4	3	2	5	1	18	1	3	5	3	2	3	1	2	1	4	1	3	90	50	4	70	10	25	20	600	5	90	100	10	2	2	0	4	5	5	3	5	2	4	4	2	5	1	3	2	4	5	4	5	4	5	4	5	5	2	4	4	4	5	5	2	4	5	2	1	2
425	1	2	2	4	3	2	5	1	18	1	3	5	3	2	3	1	2	1	4	1	3	50	30	0	105	10	25	15	600	7	70	100	5	1	2	0	4	5	5	3	5	2	4	4	2	5	1	3	2	4	5	4	5	4	5	4	5	5	2	4	4	4	5	5	2	4	5	2	1	2
426	1	2	2	4	3	2	5	1	18	1	3	5	3	2	3	1	2	1	4	1	3	90	50	4	70	5	15	15	600	7	90	150	10	4	2	0	4	5	5	3	5	2	4	4	2	5	1	3	2	4	5	4	5	4	5	4	5	5	2	4	4	4	5	5	2	4	5	2	1	2
427	1	2	1	3	2	4	5	2	0	2	3	3	3	3	3	4	1	2	1	0	1	75	30	2	85	15	15	20	400	10	70	120	5	1	0	0	4	5	3	4	4	2	4	2	2	2	4	3	4	3	3	2	3	3	4	4	4	4	4	4	3	4	3	5	5	5	3	3	1	3
428	1	2	1	3	2	4	5	2	0	2	3	3	3	3	3	4	1	2	1	0	1	75	70	0	105	10	25	20	400	10	70	100	10	4	0	0	4	5	3	4	4	2	4	2	2	2	4	3	4	3	3	2	3	3	4	4	4	4	4	4	3	4	3	5	5	5	3	3	1	3
429	1	2	1	3	2	4	5	2	0	2	3	3	3	3	3	4	1	2	1	0	1	50	50	2	85	15	25	20	400	5	70	120	10	1	0	0	4	5	3	4	4	2	4	2	2	2	4	3	4	3	3	2	3	3	4	4	4	4	4	4	3	4	3	5	5	5	3	3	1	3
430	1	2	1	3	2	4	5	2	0	2	3	3	3	3	3	4	1	2	1	0	1	90	50	4	70	10	25	20	600	5	90	100	10	4	0	0	4	5	3	4	4	2	4	2	2	2	4	3	4	3	3	2	3	3	4	4	4	4	4	4	3	4	3	5	5	5	3	3	1	3
431	1	2	1	3	2	4	5	2	0	2	3	3	3	3	3	4	1	2	1	0	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	5	3	4	4	2	4	2	2	2	4	3	4	3	3	2	3	3	4	4	4	4	4	4	3	4	3	5	5	5	3	3	1	3
432	1	2	1	3	2	4	5	2	0	2	3	3	3	3	3	4	1	2	1	0	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	4	5	3	4	4	2	4	2	2	2	4	3	4	3	3	2	3	3	4	4	4	4	4	4	3	4	3	5	5	5	3	3	1	3
433	1	2	1	1	1	4	5	1	12	1	4	3	3	3	2	3	1	1	5	1	5	75	30	2	85	15	15	20	400	10	70	120	5	3	0	0	3	2	5	3	5	3	5	2	1	2	4	2	3	4	3	2	5	3	5	2	4	3	5	4	5	5	5	5	2	5	1	1	2	1
434	1	2	1	1	1	4	5	1	12	1	4	3	3	3	2	3	1	1	5	1	5	75	70	0	105	10	25	20	400	10	70	100	10	3	0	0	3	2	5	3	5	3	5	2	1	2	4	2	3	4	3	2	5	3	5	2	4	3	5	4	5	5	5	5	2	5	1	1	2	1
435	1	2	1	1	1	4	5	1	12	1	4	3	3	3	2	3	1	1	5	1	5	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	3	2	5	3	5	3	5	2	1	2	4	2	3	4	3	2	5	3	5	2	4	3	5	4	5	5	5	5	2	5	1	1	2	1
436	1	2	1	1	1	4	5	1	12	1	4	3	3	3	2	3	1	1	5	1	5	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	3	2	5	3	5	3	5	2	1	2	4	2	3	4	3	2	5	3	5	2	4	3	5	4	5	5	5	5	2	5	1	1	2	1
437	1	2	1	1	1	4	5	1	12	1	4	3	3	3	2	3	1	1	5	1	5	50	30	0	105	10	25	15	600	7	70	100	5	2	0	0	3	2	5	3	5	3	5	2	1	2	4	2	3	4	3	2	5	3	5	2	4	3	5	4	5	5	5	5	2	5	1	1	2	1
438	1	2	1	1	1	4	5	1	12	1	4	3	3	3	2	3	1	1	5	1	5	90	50	4	70	5	15	15	600	7	90	150	10	2	0	0	3	2	5	3	5	3	5	2	1	2	4	2	3	4	3	2	5	3	5	2	4	3	5	4	5	5	5	5	2	5	1	1	2	1
439	1	2	1	3	3	4	4	1	2	1	1	1	2	3	1	4	1	1	4	3	5	75	30	2	85	15	15	20	400	10	70	120	5	1	0	0	1	5	2	4	2	4	4	5	2	5	2	2	1	3	3	3	3	4	5	4	5	4	3	4	3	4	4	5	4	5	5	5	1	2
440	1	2	1	3	3	4	4	1	2	1	1	1	2	3	1	4	1	1	4	3	5	75	70	0	105	10	25	20	400	10	70	100	10	3	0	0	1	5	2	4	2	4	4	5	2	5	2	2	1	3	3	3	3	4	5	4	5	4	3	4	3	4	4	5	4	5	5	5	1	2
441	1	2	1	3	3	4	4	1	2	1	1	1	2	3	1	4	1	1	4	3	5	50	50	2	85	15	25	20	400	5	70	120	10	1	0	0	1	5	2	4	2	4	4	5	2	5	2	2	1	3	3	3	3	4	5	4	5	4	3	4	3	4	4	5	4	5	5	5	1	2
442	1	2	1	3	3	4	4	1	2	1	1	1	2	3	1	4	1	1	4	3	5	90	50	4	70	10	25	20	600	5	90	100	10	1	0	0	1	5	2	4	2	4	4	5	2	5	2	2	1	3	3	3	3	4	5	4	5	4	3	4	3	4	4	5	4	5	5	5	1	2
443	1	2	1	3	3	4	4	1	2	1	1	1	2	3	1	4	1	1	4	3	5	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	1	5	2	4	2	4	4	5	2	5	2	2	1	3	3	3	3	4	5	4	5	4	3	4	3	4	4	5	4	5	5	5	1	2
444	1	2	1	3	3	4	4	1	2	1	1	1	2	3	1	4	1	1	4	3	5	90	50	4	70	5	15	15	600	7	90	150	10	1	0	0	1	5	2	4	2	4	4	5	2	5	2	2	1	3	3	3	3	4	5	4	5	4	3	4	3	4	4	5	4	5	5	5	1	2
445	1	2	1	4	1	8	1	2	5	99	2	1	4	3	7	7	5	1	5	0	3	75	30	2	85	15	15	20	400	10	70	120	5	1	0	0	3	4	3	4	2	4	2	3	1	3	4	3	3	3	3	3	3	3	4	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5
446	1	2	1	4	1	8	1	2	5	99	2	1	4	3	7	7	5	1	5	0	3	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	3	4	3	4	2	4	2	3	1	3	4	3	3	3	3	3	3	3	4	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5
447	1	2	1	4	1	8	1	2	5	99	2	1	4	3	7	7	5	1	5	0	3	50	50	2	85	15	25	20	400	5	70	120	10	1	0	0	3	4	3	4	2	4	2	3	1	3	4	3	3	3	3	3	3	3	4	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5
448	1	2	1	4	1	8	1	2	5	99	2	1	4	3	7	7	5	1	5	0	3	90	50	4	70	10	25	20	600	5	90	100	10	3	0	0	3	4	3	4	2	4	2	3	1	3	4	3	3	3	3	3	3	3	4	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5
449	1	2	1	4	1	8	1	2	5	99	2	1	4	3	7	7	5	1	5	0	3	50	30	0	105	10	25	15	600	7	70	100	5	4	0	0	3	4	3	4	2	4	2	3	1	3	4	3	3	3	3	3	3	3	4	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5
450	1	2	1	4	1	8	1	2	5	99	2	1	4	3	7	7	5	1	5	0	3	90	50	4	70	5	15	15	600	7	90	150	10	1	0	0	3	4	3	4	2	4	2	3	1	3	4	3	3	3	3	3	3	3	4	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5
451	2	2	1	4	2	4	6	2	5	1	3	2	3	2	1	4	1	2	1	2	1	75	30	2	85	15	15	20	400	10	70	120	5	3	1	0	4	3	5	4	3	2	1	3	2	2	1	3	5	4	5	4	5	5	5	4	3	5	5	3	4	2	5	5	5	5	3	4	4	3
452	2	2	1	4	2	4	6	2	5	1	3	2	3	2	1	4	1	2	1	2	1	75	70	0	105	10	25	20	400	10	70	100	10	1	1	0	4	3	5	4	3	2	1	3	2	2	1	3	5	4	5	4	5	5	5	4	3	5	5	3	4	2	5	5	5	5	3	4	4	3
453	2	2	1	4	2	4	6	2	5	1	3	2	3	2	1	4	1	2	1	2	1	50	50	2	85	15	25	20	400	5	70	120	10	1	1	0	4	3	5	4	3	2	1	3	2	2	1	3	5	4	5	4	5	5	5	4	3	5	5	3	4	2	5	5	5	5	3	4	4	3
454	2	2	1	4	2	4	6	2	5	1	3	2	3	2	1	4	1	2	1	2	1	90	50	4	70	10	25	20	600	5	90	100	10	4	1	0	4	3	5	4	3	2	1	3	2	2	1	3	5	4	5	4	5	5	5	4	3	5	5	3	4	2	5	5	5	5	3	4	4	3
455	2	2	1	4	2	4	6	2	5	1	3	2	3	2	1	4	1	2	1	2	1	50	30	0	105	10	25	15	600	7	70	100	5	1	1	0	4	3	5	4	3	2	1	3	2	2	1	3	5	4	5	4	5	5	5	4	3	5	5	3	4	2	5	5	5	5	3	4	4	3
456	2	2	1	4	2	4	6	2	5	1	3	2	3	2	1	4	1	2	1	2	1	90	50	4	70	5	15	15	600	7	90	150	10	4	1	0	4	3	5	4	3	2	1	3	2	2	1	3	5	4	5	4	5	5	5	4	3	5	5	3	4	2	5	5	5	5	3	4	4	3
457	1	2	1	3	1	4	3	1	4	1	3	3	2	2	3	2	1	2	3	1	1	75	30	2	85	15	15	20	400	10	70	120	5	1	0	0	4	2	2	5	2	2	2	4	2	4	2	2	2	4	4	4	3	3	4	4	4	4	3	5	4	3	5	5	3	3	4	5	5	1
458	1	2	1	3	1	4	3	1	4	1	3	3	2	2	3	2	1	2	3	1	1	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	4	2	2	5	2	2	2	4	2	4	2	2	2	4	4	4	3	3	4	4	4	4	3	5	4	3	5	5	3	3	4	5	5	1
459	1	2	1	3	1	4	3	1	4	1	3	3	2	2	3	2	1	2	3	1	1	50	50	2	85	15	25	20	400	5	70	120	10	1	0	0	4	2	2	5	2	2	2	4	2	4	2	2	2	4	4	4	3	3	4	4	4	4	3	5	4	3	5	5	3	3	4	5	5	1
460	1	2	1	3	1	4	3	1	4	1	3	3	2	2	3	2	1	2	3	1	1	90	50	4	70	10	25	20	600	5	90	100	10	1	0	0	4	2	2	5	2	2	2	4	2	4	2	2	2	4	4	4	3	3	4	4	4	4	3	5	4	3	5	5	3	3	4	5	5	1
461	1	2	1	3	1	4	3	1	4	1	3	3	2	2	3	2	1	2	3	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	2	2	5	2	2	2	4	2	4	2	2	2	4	4	4	3	3	4	4	4	4	3	5	4	3	5	5	3	3	4	5	5	1
462	1	2	1	3	1	4	3	1	4	1	3	3	2	2	3	2	1	2	3	1	1	90	50	4	70	5	15	15	600	7	90	150	10	1	0	0	4	2	2	5	2	2	2	4	2	4	2	2	2	4	4	4	3	3	4	4	4	4	3	5	4	3	5	5	3	3	4	5	5	1
463	1	2	2	2	1	4	4	2	0	2	1	4	3	3	7	3	2	1	2	1	1	75	30	2	85	15	15	20	400	10	70	120	5	1	0	0	2	4	2	4	3	2	4	2	2	2	2	4	4	4	4	4	4	5	5	3	4	3	3	4	4	3	3	4	2	3	2	4	4	2
464	1	2	2	2	1	4	4	2	0	2	1	4	3	3	7	3	2	1	2	1	1	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	2	4	2	4	3	2	4	2	2	2	2	4	4	4	4	4	4	5	5	3	4	3	3	4	4	3	3	4	2	3	2	4	4	2
465	1	2	2	2	1	4	4	2	0	2	1	4	3	3	7	3	2	1	2	1	1	50	50	2	85	15	25	20	400	5	70	120	10	1	0	0	2	4	2	4	3	2	4	2	2	2	2	4	4	4	4	4	4	5	5	3	4	3	3	4	4	3	3	4	2	3	2	4	4	2
466	1	2	2	2	1	4	4	2	0	2	1	4	3	3	7	3	2	1	2	1	1	90	50	4	70	10	25	20	600	5	90	100	10	1	0	0	2	4	2	4	3	2	4	2	2	2	2	4	4	4	4	4	4	5	5	3	4	3	3	4	4	3	3	4	2	3	2	4	4	2
467	1	2	2	2	1	4	4	2	0	2	1	4	3	3	7	3	2	1	2	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	2	4	2	4	3	2	4	2	2	2	2	4	4	4	4	4	4	5	5	3	4	3	3	4	4	3	3	4	2	3	2	4	4	2
468	1	2	2	2	1	4	4	2	0	2	1	4	3	3	7	3	2	1	2	1	1	90	50	4	70	5	15	15	600	7	90	150	10	1	0	0	2	4	2	4	3	2	4	2	2	2	2	4	4	4	4	4	4	5	5	3	4	3	3	4	4	3	3	4	2	3	2	4	4	2
469	2	2	1	4	1	4	5	2	3	2	3	4	3	3	7	4	1	1	1	1	1	75	30	2	85	15	15	20	400	10	70	120	5	4	0	0	4	2	1	4	4	2	4	3	3	4	2	2	1	4	3	4	3	3	4	2	4	4	3	4	5	3	3	5	4	2	4	4	5	2
470	2	2	1	4	1	4	5	2	3	2	3	4	3	3	7	4	1	1	1	1	1	75	70	0	105	10	25	20	400	10	70	100	10	2	0	0	4	2	1	4	4	2	4	3	3	4	2	2	1	4	3	4	3	3	4	2	4	4	3	4	5	3	3	5	4	2	4	4	5	2
471	2	2	1	4	1	4	5	2	3	2	3	4	3	3	7	4	1	1	1	1	1	50	50	2	85	15	25	20	400	5	70	120	10	1	0	0	4	2	1	4	4	2	4	3	3	4	2	2	1	4	3	4	3	3	4	2	4	4	3	4	5	3	3	5	4	2	4	4	5	2
472	2	2	1	4	1	4	5	2	3	2	3	4	3	3	7	4	1	1	1	1	1	90	50	4	70	10	25	20	600	5	90	100	10	4	0	0	4	2	1	4	4	2	4	3	3	4	2	2	1	4	3	4	3	3	4	2	4	4	3	4	5	3	3	5	4	2	4	4	5	2
473	2	2	1	4	1	4	5	2	3	2	3	4	3	3	7	4	1	1	1	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	2	1	4	4	2	4	3	3	4	2	2	1	4	3	4	3	3	4	2	4	4	3	4	5	3	3	5	4	2	4	4	5	2
474	2	2	1	4	1	4	5	2	3	2	3	4	3	3	7	4	1	1	1	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	4	2	1	4	4	2	4	3	3	4	2	2	1	4	3	4	3	3	4	2	4	4	3	4	5	3	3	5	4	2	4	4	5	2
475	1	2	2	4	1	4	4	2	8	2	2	1	4	2	3	3	2	1	5	0	1	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	3	3	3	4	4	3	3	3	4	3	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	2	3	2	2	1
476	1	2	2	4	1	4	4	2	8	2	2	1	4	2	3	3	2	1	5	0	1	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	3	3	3	4	4	3	3	3	4	3	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	2	3	2	2	1
477	1	2	2	4	1	4	4	2	8	2	2	1	4	2	3	3	2	1	5	0	1	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	3	3	3	4	4	3	3	3	4	3	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	2	3	2	2	1
478	1	2	2	4	1	4	4	2	8	2	2	1	4	2	3	3	2	1	5	0	1	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	3	3	3	4	4	3	3	3	4	3	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	2	3	2	2	1
479	1	2	2	4	1	4	4	2	8	2	2	1	4	2	3	3	2	1	5	0	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	3	3	3	4	4	3	3	3	4	3	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	2	3	2	2	1
480	1	2	2	4	1	4	4	2	8	2	2	1	4	2	3	3	2	1	5	0	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	3	3	3	4	4	3	3	3	4	3	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	2	3	2	2	1
481	1	2	1	5	3	4	1	2	16	2	99	1	4	2	7	7	1	2	4	0	5	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	4	1	3	5	5	2	5	2	2	1	5	5	3	3	3	4	4	3	4	3	1	5	5	5	5	5	5	5	5	5	5	5	5	1
482	1	2	1	5	3	4	1	2	16	2	99	1	4	2	7	7	1	2	4	0	5	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	4	1	3	5	5	2	5	2	2	1	5	5	3	3	3	4	4	3	4	3	1	5	5	5	5	5	5	5	5	5	5	5	5	1
483	1	2	1	5	3	4	1	2	16	2	99	1	4	2	7	7	1	2	4	0	5	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	4	1	3	5	5	2	5	2	2	1	5	5	3	3	3	4	4	3	4	3	1	5	5	5	5	5	5	5	5	5	5	5	5	1
484	1	2	1	5	3	4	1	2	16	2	99	1	4	2	7	7	1	2	4	0	5	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	4	1	3	5	5	2	5	2	2	1	5	5	3	3	3	4	4	3	4	3	1	5	5	5	5	5	5	5	5	5	5	5	5	1
485	1	2	1	5	3	4	1	2	16	2	99	1	4	2	7	7	1	2	4	0	5	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	1	3	5	5	2	5	2	2	1	5	5	3	3	3	4	4	3	4	3	1	5	5	5	5	5	5	5	5	5	5	5	5	1
486	1	2	1	5	3	4	1	2	16	2	99	1	4	2	7	7	1	2	4	0	5	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	4	1	3	5	5	2	5	2	2	1	5	5	3	3	3	4	4	3	4	3	1	5	5	5	5	5	5	5	5	5	5	5	5	1
487	1	2	1	2	1	4	5	1	3	1	2	4	2	3	2	3	2	1	4	1	1	75	30	2	85	15	15	20	400	10	70	120	5	4	0	0	2	2	1	1	5	3	5	3	3	3	3	1	3	3	4	3	2	2	5	5	4	4	5	5	5	5	3	4	4	4	4	4	4	2
488	1	2	1	2	1	4	5	1	3	1	2	4	2	3	2	3	2	1	4	1	1	75	70	0	105	10	25	20	400	10	70	100	10	4	0	0	2	2	1	1	5	3	5	3	3	3	3	1	3	3	4	3	2	2	5	5	4	4	5	5	5	5	3	4	4	4	4	4	4	2
489	1	2	1	2	1	4	5	1	3	1	2	4	2	3	2	3	2	1	4	1	1	50	50	2	85	15	25	20	400	5	70	120	10	4	0	0	2	2	1	1	5	3	5	3	3	3	3	1	3	3	4	3	2	2	5	5	4	4	5	5	5	5	3	4	4	4	4	4	4	2
490	1	2	1	2	1	4	5	1	3	1	2	4	2	3	2	3	2	1	4	1	1	90	50	4	70	10	25	20	600	5	90	100	10	4	0	0	2	2	1	1	5	3	5	3	3	3	3	1	3	3	4	3	2	2	5	5	4	4	5	5	5	5	3	4	4	4	4	4	4	2
491	1	2	1	2	1	4	5	1	3	1	2	4	2	3	2	3	2	1	4	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	2	2	1	1	5	3	5	3	3	3	3	1	3	3	4	3	2	2	5	5	4	4	5	5	5	5	3	4	4	4	4	4	4	2
492	1	2	1	2	1	4	5	1	3	1	2	4	2	3	2	3	2	1	4	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	2	2	1	1	5	3	5	3	3	3	3	1	3	3	4	3	2	2	5	5	4	4	5	5	5	5	3	4	4	4	4	4	4	2
493	1	2	2	4	1	4	5	2	1	2	99	4	2	4	1	3	1	1	4	1	5	75	30	2	85	15	15	20	400	10	70	120	5	3	0	0	3	4	2	5	4	4	5	4	3	4	3	3	2	5	5	3	5	3	4	3	4	4	4	5	4	3	3	5	3	4	1	2	5	3
494	1	2	2	4	1	4	5	2	1	2	99	4	2	4	1	3	1	1	4	1	5	75	70	0	105	10	25	20	400	10	70	100	10	3	0	0	3	4	2	5	4	4	5	4	3	4	3	3	2	5	5	3	5	3	4	3	4	4	4	5	4	3	3	5	3	4	1	2	5	3
495	1	2	2	4	1	4	5	2	1	2	99	4	2	4	1	3	1	1	4	1	5	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	3	4	2	5	4	4	5	4	3	4	3	3	2	5	5	3	5	3	4	3	4	4	4	5	4	3	3	5	3	4	1	2	5	3
496	1	2	2	4	1	4	5	2	1	2	99	4	2	4	1	3	1	1	4	1	5	90	50	4	70	10	25	20	600	5	90	100	10	3	0	0	3	4	2	5	4	4	5	4	3	4	3	3	2	5	5	3	5	3	4	3	4	4	4	5	4	3	3	5	3	4	1	2	5	3
497	1	2	2	4	1	4	5	2	1	2	99	4	2	4	1	3	1	1	4	1	5	50	30	0	105	10	25	15	600	7	70	100	5	3	0	0	3	4	2	5	4	4	5	4	3	4	3	3	2	5	5	3	5	3	4	3	4	4	4	5	4	3	3	5	3	4	1	2	5	3
498	1	2	2	4	1	4	5	2	1	2	99	4	2	4	1	3	1	1	4	1	5	90	50	4	70	5	15	15	600	7	90	150	10	3	0	0	3	4	2	5	4	4	5	4	3	4	3	3	2	5	5	3	5	3	4	3	4	4	4	5	4	3	3	5	3	4	1	2	5	3
499	1	2	2	4	1	4	4	2	0	2	3	4	2	3	3	4	2	2	3	1	1	75	30	2	85	15	15	20	400	10	70	120	5	1	0	0	4	4	5	3	4	4	4	4	2	4	2	3	3	2	4	3	4	3	4	4	5	2	4	4	3	3	3	5	5	4	3	5	4	2
500	1	2	2	4	1	4	4	2	0	2	3	4	2	3	3	4	2	2	3	1	1	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	4	4	5	3	4	4	4	4	2	4	2	3	3	2	4	3	4	3	4	4	5	2	4	4	3	3	3	5	5	4	3	5	4	2
501	1	2	2	4	1	4	4	2	0	2	3	4	2	3	3	4	2	2	3	1	1	50	50	2	85	15	25	20	400	5	70	120	10	1	0	0	4	4	5	3	4	4	4	4	2	4	2	3	3	2	4	3	4	3	4	4	5	2	4	4	3	3	3	5	5	4	3	5	4	2
502	1	2	2	4	1	4	4	2	0	2	3	4	2	3	3	4	2	2	3	1	1	90	50	4	70	10	25	20	600	5	90	100	10	4	0	0	4	4	5	3	4	4	4	4	2	4	2	3	3	2	4	3	4	3	4	4	5	2	4	4	3	3	3	5	5	4	3	5	4	2
503	1	2	2	4	1	4	4	2	0	2	3	4	2	3	3	4	2	2	3	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	4	5	3	4	4	4	4	2	4	2	3	3	2	4	3	4	3	4	4	5	2	4	4	3	3	3	5	5	4	3	5	4	2
504	1	2	2	4	1	4	4	2	0	2	3	4	2	3	3	4	2	2	3	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	4	4	5	3	4	4	4	4	2	4	2	3	3	2	4	3	4	3	4	4	5	2	4	4	3	3	3	5	5	4	3	5	4	2
505	1	2	1	3	2	1	6	2	0	2	1	2	3	3	2	4	5	1	4	1	1	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	4	1	3	5	5	3	5	1	1	1	4	1	1	5	5	5	5	5	5	5	4	5	5	5	2	4	3	5	5	5	5	5	5	1
506	1	2	1	3	2	1	6	2	0	2	1	2	3	3	2	4	5	1	4	1	1	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	4	1	3	5	5	3	5	1	1	1	4	1	1	5	5	5	5	5	5	5	4	5	5	5	2	4	3	5	5	5	5	5	5	1
507	1	2	1	3	2	1	6	2	0	2	1	2	3	3	2	4	5	1	4	1	1	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	4	1	3	5	5	3	5	1	1	1	4	1	1	5	5	5	5	5	5	5	4	5	5	5	2	4	3	5	5	5	5	5	5	1
508	1	2	1	3	2	1	6	2	0	2	1	2	3	3	2	4	5	1	4	1	1	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	4	1	3	5	5	3	5	1	1	1	4	1	1	5	5	5	5	5	5	5	4	5	5	5	2	4	3	5	5	5	5	5	5	1
509	1	2	1	3	2	1	6	2	0	2	1	2	3	3	2	4	5	1	4	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	4	1	3	5	5	3	5	1	1	1	4	1	1	5	5	5	5	5	5	5	4	5	5	5	2	4	3	5	5	5	5	5	5	1
510	1	2	1	3	2	1	6	2	0	2	1	2	3	3	2	4	5	1	4	1	1	90	50	4	70	5	15	15	600	7	90	150	10	4	0	0	4	1	3	5	5	3	5	1	1	1	4	1	1	5	5	5	5	5	5	5	4	5	5	5	2	4	3	5	5	5	5	5	5	1
511	1	2	1	4	1	4	7	2	5	2	2	3	2	3	7	4	2	2	2	1	1	75	30	2	85	15	15	20	400	10	70	120	5	2	0	0	3	4	3	5	5	4	4	4	2	3	5	3	3	4	3	4	4	4	4	4	4	3	4	5	5	4	4	4	5	3	5	5	3	2
512	1	2	1	4	1	4	7	2	5	2	2	3	2	3	7	4	2	2	2	1	1	75	70	0	105	10	25	20	400	10	70	100	10	1	0	0	3	4	3	5	5	4	4	4	2	3	5	3	3	4	3	4	4	4	4	4	4	3	4	5	5	4	4	4	5	3	5	5	3	2
513	1	2	1	4	1	4	7	2	5	2	2	3	2	3	7	4	2	2	2	1	1	50	50	2	85	15	25	20	400	5	70	120	10	3	0	0	3	4	3	5	5	4	4	4	2	3	5	3	3	4	3	4	4	4	4	4	4	3	4	5	5	4	4	4	5	3	5	5	3	2
514	1	2	1	4	1	4	7	2	5	2	2	3	2	3	7	4	2	2	2	1	1	90	50	4	70	10	25	20	600	5	90	100	10	2	0	0	3	4	3	5	5	4	4	4	2	3	5	3	3	4	3	4	4	4	4	4	4	3	4	5	5	4	4	4	5	3	5	5	3	2
515	1	2	1	4	1	4	7	2	5	2	2	3	2	3	7	4	2	2	2	1	1	50	30	0	105	10	25	15	600	7	70	100	5	1	0	0	3	4	3	5	5	4	4	4	2	3	5	3	3	4	3	4	4	4	4	4	4	3	4	5	5	4	4	4	5	3	5	5	3	2
