NO	GN	AGE	EDU	HHM	HHW	IWORK	IOPW	IRTEH	RESTEHP	IWTEH	ITT	HHINC	IEVAL	PHU	MAIN_MODE	SEC_MODE	TTSTA	STOP	TAXI	HHCOW	CAR_TT	CAR_CO	CAR_WT	PT_TT	PT_CO	PT_WT	AT_TT	AT_CO	AT_WT	T_TT	T_CO	T_WT	AirportToHotelCHOICE	WILLP	W_CAR_TT	W_CAR_CO	W_CAR_WT	W_PT_TT	W_PT_CO	W_PT_WT	W_AT_TT	W_AT_CO	W_AT_WT	W_T_TT	W_T_CO	W_T_WT	WorkTrip_CHOICE	REC_CAR_TT	REC_CAR_CO	REC_CAR_WT	REC_AT_TT	REC_AT_CO	REC_AT_WT	REC_T_TT	REC_T_CO	REC_T_WT	RecTripCHOICE	ID	MEHTR	EMTR	TaxiMoreComfortableThanAuto	NeedCarAtWork	PreferNotToDrive	EcoSysFriendly	PreferToUsePT	TaxiWaitingTime	PreferWalking	PreferAuto	StressfulWhilePassanger	ParkingNotAvailable	PreferToRenACar	PreferTaxi	UsedCruise	PreferElectricAuto	PreferHybridAuto	TrustAutoDrive	UsingSiriORAlexa	TrustCruise	UseGoogleMas	UsingTimeINAuto	FacingTraffic	SharedApp	BeingOnTimeMatters	ATUsingCamera	TalkingToOperator	LandOperatorControl	ATWorkWithTaxi	MobileIsImportant	RecreationRatherWork	TechnologyMatter	WorryAboutPrivacy	WaitingForNewBrandTech	SharingTripIsOk	EconomicalSatisfied
70	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	100	95	10	85	15	30	20	600	5	110	95	10	3	1	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	2	138	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
71	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	60	70	5	120	15	30	15	600	7	70	95	5	3	1	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	1	138	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
72	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	100	95	15	85	10	20	15	600	7	110	150	10	3	1	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	138	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
73	1	5	4	4	2	3	5	1	2	1	4	5	2	3	4	10	3	1	1	2	75	70	7	110	20	20	20	600	10	70	120	5	1	2	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	192	0	0	4	4	4	4	3	4	2	4	3	2	4	3	3	3	4	3	2	3	5	4	5	4	4	4	4	4	4	5	3	5	5	4	5	3
74	1	5	4	4	2	3	5	1	2	1	4	5	2	3	4	10	3	1	1	2	75	130	5	120	15	30	20	300	10	70	95	10	1	2	75	70	0	105	10	25	20	400	10	70	100	10	4	80	100	0	20	400	10	70	90	10	2	192	0	0	4	4	4	4	3	4	2	4	3	2	4	3	3	3	4	3	2	3	5	4	5	4	4	4	4	4	4	5	3	5	5	4	5	3
75	1	5	4	4	2	3	5	1	2	1	4	5	2	3	4	10	3	1	1	2	60	95	5	110	20	30	20	400	5	70	120	10	1	2	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	192	0	0	4	4	4	4	3	4	2	4	3	2	4	3	3	3	4	3	2	3	5	4	5	4	4	4	4	4	4	5	3	5	5	4	5	3
76	1	5	4	4	2	3	5	1	2	1	4	5	2	3	4	10	3	1	1	2	100	95	10	85	15	30	20	600	5	110	95	10	4	2	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	1	192	0	0	4	4	4	4	3	4	2	4	3	2	4	3	3	3	4	3	2	3	5	4	5	4	4	4	4	4	4	5	3	5	5	4	5	3
77	1	5	4	4	2	3	5	1	2	1	4	5	2	3	4	10	3	1	1	2	60	70	5	120	15	30	15	600	7	70	95	5	1	2	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	192	0	0	4	4	4	4	3	4	2	4	3	2	4	3	3	3	4	3	2	3	5	4	5	4	4	4	4	4	4	5	3	5	5	4	5	3
78	1	5	4	4	2	3	5	1	2	1	4	5	2	3	4	10	3	1	1	2	100	95	15	85	10	20	15	600	7	110	150	10	1	2	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	192	0	0	4	4	4	4	3	4	2	4	3	2	4	3	3	3	4	3	2	3	5	4	5	4	4	4	4	4	4	5	3	5	5	4	5	3
79	2	5	3	4	3	4	4	1	5	1	99	5	2	3	4	6	3	2	3	2	75	70	7	110	20	20	20	600	10	70	120	5	1	4	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	2	193	2	4	3	2	3	1	1	5	3	5	2	2	2	5	3	5	3	4	2	4	2	3	2	1	1	5	5	5	5	5	5	5	5	5	5	5
80	2	5	3	4	3	4	4	1	5	1	99	5	2	3	4	6	3	2	3	2	75	130	5	120	15	30	20	300	10	70	95	10	3	4	75	70	0	105	10	25	20	400	10	70	100	10	4	80	100	0	20	400	10	70	90	10	3	193	2	4	3	2	3	1	1	5	3	5	2	2	2	5	3	5	3	4	2	4	2	3	2	1	1	5	5	5	5	5	5	5	5	5	5	5
81	2	5	3	4	3	4	4	1	5	1	99	5	2	3	4	6	3	2	3	2	60	95	5	110	20	30	20	400	5	70	120	10	4	4	50	50	2	85	15	25	20	400	5	70	120	10	4	65	85	5	20	400	5	70	110	10	1	193	2	4	3	2	3	1	1	5	3	5	2	2	2	5	3	5	3	4	2	4	2	3	2	1	1	5	5	5	5	5	5	5	5	5	5	5
82	2	5	3	4	3	4	4	1	5	1	99	5	2	3	4	6	3	2	3	2	100	95	10	85	15	30	20	600	5	110	95	10	1	4	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	3	193	2	4	3	2	3	1	1	5	3	5	2	2	2	5	3	5	3	4	2	4	2	3	2	1	1	5	5	5	5	5	5	5	5	5	5	5
83	2	5	3	4	3	4	4	1	5	1	99	5	2	3	4	6	3	2	3	2	60	70	5	120	15	30	15	600	7	70	95	5	3	4	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	193	2	4	3	2	3	1	1	5	3	5	2	2	2	5	3	5	3	4	2	4	2	3	2	1	1	5	5	5	5	5	5	5	5	5	5	5
84	2	5	3	4	3	4	4	1	5	1	99	5	2	3	4	6	3	2	3	2	100	95	15	85	10	20	15	600	7	110	150	10	1	4	90	50	4	70	5	15	15	600	7	90	150	10	4	115	85	10	15	600	7	110	140	10	2	193	2	4	3	2	3	1	1	5	3	5	2	2	2	5	3	5	3	4	2	4	2	3	2	1	1	5	5	5	5	5	5	5	5	5	5	5
85	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	75	70	7	110	20	20	20	600	10	70	120	5	2	1	75	30	2	85	15	15	20	400	10	70	120	5	2	80	60	5	20	600	10	70	110	5	1	18	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
86	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	75	130	5	120	15	30	20	300	10	70	95	10	1	1	75	70	0	105	10	25	20	400	10	70	100	10	2	80	100	0	20	400	10	70	90	10	3	18	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
87	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	60	95	5	110	20	30	20	400	5	70	120	10	2	1	50	50	2	85	15	25	20	400	5	70	120	10	2	65	85	5	20	400	5	70	110	10	1	18	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
88	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	100	95	10	85	15	30	20	600	5	110	95	10	2	1	90	50	4	70	10	25	20	600	5	90	100	10	2	115	85	10	20	600	5	110	90	10	2	18	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
89	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	60	70	5	120	15	30	15	600	7	70	95	5	2	1	50	30	0	105	10	25	15	600	7	70	100	5	2	65	60	0	15	600	7	70	90	5	1	18	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
90	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	100	95	15	85	10	20	15	600	7	110	150	10	2	1	90	50	4	70	5	15	15	600	7	90	150	10	2	115	85	10	15	600	7	110	140	10	1	18	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
91	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	75	70	7	110	20	20	20	600	10	70	120	5	3	1	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	39	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
92	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	75	130	5	120	15	30	20	300	10	70	95	10	2	1	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	3	39	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
93	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	60	95	5	110	20	30	20	400	5	70	120	10	1	1	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	39	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
94	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	100	95	10	85	15	30	20	600	5	110	95	10	3	1	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	2	39	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
95	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	60	70	5	120	15	30	15	600	7	70	95	5	2	1	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	1	39	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
96	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	100	95	15	85	10	20	15	600	7	110	150	10	1	1	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	39	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
97	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	75	70	7	110	20	20	20	600	10	70	120	5	3	5	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	48	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
98	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	75	130	5	120	15	30	20	300	10	70	95	10	3	5	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	1	48	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
99	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	60	95	5	110	20	30	20	400	5	70	120	10	1	5	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	3	48	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
100	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	100	95	10	85	15	30	20	600	5	110	95	10	1	5	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	1	48	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
101	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	60	70	5	120	15	30	15	600	7	70	95	5	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	48	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
102	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	100	95	15	85	10	20	15	600	7	110	150	10	1	5	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	48	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
103	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	75	70	7	110	20	20	20	600	10	70	120	5	1	1	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	52	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
104	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	75	130	5	120	15	30	20	300	10	70	95	10	1	1	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	2	52	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
105	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	60	95	5	110	20	30	20	400	5	70	120	10	1	1	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	52	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
106	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	100	95	10	85	15	30	20	600	5	110	95	10	1	1	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	1	52	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
107	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	60	70	5	120	15	30	15	600	7	70	95	5	1	1	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	1	52	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
108	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	100	95	15	85	10	20	15	600	7	110	150	10	1	1	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	52	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
109	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	75	70	7	110	20	20	20	600	10	70	120	5	1	5	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	72	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
110	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	75	130	5	120	15	30	20	300	10	70	95	10	1	5	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	3	72	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
111	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	60	95	5	110	20	30	20	400	5	70	120	10	1	5	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	72	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
112	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	100	95	10	85	15	30	20	600	5	110	95	10	4	5	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	2	72	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
113	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	60	70	5	120	15	30	15	600	7	70	95	5	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	72	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
114	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	100	95	15	85	10	20	15	600	7	110	150	10	3	5	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	72	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
115	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	75	70	7	110	20	20	20	600	10	70	120	5	1	5	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	74	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
116	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	75	130	5	120	15	30	20	300	10	70	95	10	1	5	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	2	74	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
117	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	60	95	5	110	20	30	20	400	5	70	120	10	1	5	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	74	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
118	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	100	95	10	85	15	30	20	600	5	110	95	10	1	5	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	1	74	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
119	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	60	70	5	120	15	30	15	600	7	70	95	5	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	74	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
120	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	100	95	15	85	10	20	15	600	7	110	150	10	1	5	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	74	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
121	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	75	70	7	110	20	20	20	600	10	70	120	5	1	5	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	87	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
122	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	75	130	5	120	15	30	20	300	10	70	95	10	1	5	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	1	87	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
123	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	60	95	5	110	20	30	20	400	5	70	120	10	1	5	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	87	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
124	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	100	95	10	85	15	30	20	600	5	110	95	10	4	5	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	1	87	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
125	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	60	70	5	120	15	30	15	600	7	70	95	5	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	87	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
126	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	100	95	15	85	10	20	15	600	7	110	150	10	1	5	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	3	87	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
127	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	75	70	7	110	20	20	20	600	10	70	120	5	3	1	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	138	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
128	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	75	130	5	120	15	30	20	300	10	70	95	10	3	1	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	3	138	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
129	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	60	95	5	110	20	30	20	400	5	70	120	10	2	1	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	138	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
130	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	100	95	10	85	15	30	20	600	5	110	95	10	3	1	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	2	138	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
131	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	60	70	5	120	15	30	15	600	7	70	95	5	3	1	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	1	138	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
132	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	100	95	15	85	10	20	15	600	7	110	150	10	3	1	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	138	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
133	1	5	4	4	2	3	5	1	2	1	4	5	2	3	4	10	3	1	1	2	75	70	7	110	20	20	20	600	10	70	120	5	1	2	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	192	0	0	4	4	4	4	3	4	2	4	3	2	4	3	3	3	4	3	2	3	5	4	5	4	4	4	4	4	4	5	3	5	5	4	5	3
134	1	5	4	4	2	3	5	1	2	1	4	5	2	3	4	10	3	1	1	2	75	130	5	120	15	30	20	300	10	70	95	10	1	2	75	70	0	105	10	25	20	400	10	70	100	10	4	80	100	0	20	400	10	70	90	10	2	192	0	0	4	4	4	4	3	4	2	4	3	2	4	3	3	3	4	3	2	3	5	4	5	4	4	4	4	4	4	5	3	5	5	4	5	3
135	1	5	4	4	2	3	5	1	2	1	4	5	2	3	4	10	3	1	1	2	60	95	5	110	20	30	20	400	5	70	120	10	1	2	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	192	0	0	4	4	4	4	3	4	2	4	3	2	4	3	3	3	4	3	2	3	5	4	5	4	4	4	4	4	4	5	3	5	5	4	5	3
136	1	5	4	4	2	3	5	1	2	1	4	5	2	3	4	10	3	1	1	2	100	95	10	85	15	30	20	600	5	110	95	10	4	2	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	1	192	0	0	4	4	4	4	3	4	2	4	3	2	4	3	3	3	4	3	2	3	5	4	5	4	4	4	4	4	4	5	3	5	5	4	5	3
137	1	5	4	4	2	3	5	1	2	1	4	5	2	3	4	10	3	1	1	2	60	70	5	120	15	30	15	600	7	70	95	5	1	2	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	192	0	0	4	4	4	4	3	4	2	4	3	2	4	3	3	3	4	3	2	3	5	4	5	4	4	4	4	4	4	5	3	5	5	4	5	3
138	1	5	4	4	2	3	5	1	2	1	4	5	2	3	4	10	3	1	1	2	100	95	15	85	10	20	15	600	7	110	150	10	1	2	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	192	0	0	4	4	4	4	3	4	2	4	3	2	4	3	3	3	4	3	2	3	5	4	5	4	4	4	4	4	4	5	3	5	5	4	5	3
