NO	GN	AGE	EDU	HHM	HHW	IWORK	IOPW	IRTEH	RESTEHP	IWTEH	ITT	HHINC	IEVAL	PHU	MAIN_MODE	SEC_MODE	TTSTA	STOP	TAXI	HHCOW	CAR_TT	CAR_CO	CAR_WT	PT_TT	PT_CO	PT_WT	AT_TT	AT_CO	AT_WT	T_TT	T_CO	T_WT	AirportToHotelCHOICE	WILLP	W_CAR_TT	W_CAR_CO	W_CAR_WT	W_PT_TT	W_PT_CO	W_PT_WT	W_AT_TT	W_AT_CO	W_AT_WT	W_T_TT	W_T_CO	W_T_WT	WorkTrip_CHOICE	REC_CAR_TT	REC_CAR_CO	REC_CAR_WT	REC_AT_TT	REC_AT_CO	REC_AT_WT	REC_T_TT	REC_T_CO	REC_T_WT	RecTripCHOICE	ID	MEHTR	EMTR	TaxiMoreComfortableThanAuto	NeedCarAtWork	PreferNotToDrive	EcoSysFriendly	PreferToUsePT	TaxiWaitingTime	PreferWalking	PreferAuto	StressfulWhilePassanger	ParkingNotAvailable	PreferToRenACar	PreferTaxi	UsedCruise	PreferElectricAuto	PreferHybridAuto	TrustAutoDrive	UsingSiriORAlexa	TrustCruise	UseGoogleMas	UsingTimeINAuto	FacingTraffic	SharedApp	BeingOnTimeMatters	ATUsingCamera	TalkingToOperator	LandOperatorControl	ATWorkWithTaxi	MobileIsImportant	RecreationRatherWork	TechnologyMatter	WorryAboutPrivacy	WaitingForNewBrandTech	SharingTripIsOk	EconomicalSatisfied
1	2	7	4	5	5	8	6	1	1	99	4	7	4	4	7	9	5	2	5	3	75	70	7	110	20	20	20	600	10	70	120	5	2	5	75	30	2	85	15	15	20	400	10	70	120	5	4	80	60	5	20	600	10	70	110	5	1	205	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	3	5	3	3	5	3	3	3	3	3
2	2	7	4	5	5	8	6	1	1	99	4	7	4	4	7	9	5	2	5	3	75	130	5	120	15	30	20	300	10	70	95	10	4	5	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	1	205	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	3	5	3	3	5	3	3	3	3	3
3	2	7	4	5	5	8	6	1	1	99	4	7	4	4	7	9	5	2	5	3	60	95	5	110	20	30	20	400	5	70	120	10	3	5	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	2	205	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	3	5	3	3	5	3	3	3	3	3
4	2	7	4	5	5	8	6	1	1	99	4	7	4	4	7	9	5	2	5	3	100	95	10	85	15	30	20	600	5	110	95	10	3	5	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	2	205	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	3	5	3	3	5	3	3	3	3	3
5	2	7	4	5	5	8	6	1	1	99	4	7	4	4	7	9	5	2	5	3	60	70	5	120	15	30	15	600	7	70	95	5	1	5	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	2	205	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	3	5	3	3	5	3	3	3	3	3
6	2	7	4	5	5	8	6	1	1	99	4	7	4	4	7	9	5	2	5	3	100	95	15	85	10	20	15	600	7	110	150	10	1	5	90	50	4	70	5	15	15	600	7	90	150	10	4	115	85	10	15	600	7	110	140	10	3	205	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	3	5	3	3	5	3	3	3	3	3
7	1	7	1	5	5	3	1	2	70	1	4	7	1	1	6	6	5	2	5	3	75	70	7	110	20	20	20	600	10	70	120	5	3	2	75	30	2	85	15	15	20	400	10	70	120	5	4	80	60	5	20	600	10	70	110	5	3	208	3	2	2	4	2	4	2	4	2	4	2	4	2	4	2	4	2	1	3	5	1	3	5	1	1	4	5	1	3	5	2	1	3	4	5	3
8	1	7	1	5	5	3	1	2	70	1	4	7	1	1	6	6	5	2	5	3	75	130	5	120	15	30	20	300	10	70	95	10	3	2	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	2	208	3	2	2	4	2	4	2	4	2	4	2	4	2	4	2	4	2	1	3	5	1	3	5	1	1	4	5	1	3	5	2	1	3	4	5	3
9	1	7	1	5	5	3	1	2	70	1	4	7	1	1	6	6	5	2	5	3	60	95	5	110	20	30	20	400	5	70	120	10	3	2	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	3	208	3	2	2	4	2	4	2	4	2	4	2	4	2	4	2	4	2	1	3	5	1	3	5	1	1	4	5	1	3	5	2	1	3	4	5	3
10	1	7	1	5	5	3	1	2	70	1	4	7	1	1	6	6	5	2	5	3	100	95	10	85	15	30	20	600	5	110	95	10	3	2	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	1	208	3	2	2	4	2	4	2	4	2	4	2	4	2	4	2	4	2	1	3	5	1	3	5	1	1	4	5	1	3	5	2	1	3	4	5	3
11	1	7	1	5	5	3	1	2	70	1	4	7	1	1	6	6	5	2	5	3	60	70	5	120	15	30	15	600	7	70	95	5	3	2	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	3	208	3	2	2	4	2	4	2	4	2	4	2	4	2	4	2	4	2	1	3	5	1	3	5	1	1	4	5	1	3	5	2	1	3	4	5	3
12	1	7	1	5	5	3	1	2	70	1	4	7	1	1	6	6	5	2	5	3	100	95	15	85	10	20	15	600	7	110	150	10	3	2	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	208	3	2	2	4	2	4	2	4	2	4	2	4	2	4	2	4	2	1	3	5	1	3	5	1	1	4	5	1	3	5	2	1	3	4	5	3
13	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	75	70	7	110	20	20	20	600	10	70	120	5	2	5	75	30	2	85	15	15	20	400	10	70	120	5	4	80	60	5	20	600	10	70	110	5	2	49	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
14	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	75	130	5	120	15	30	20	300	10	70	95	10	2	5	75	70	0	105	10	25	20	400	10	70	100	10	4	80	100	0	20	400	10	70	90	10	1	49	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
15	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	60	95	5	110	20	30	20	400	5	70	120	10	2	5	50	50	2	85	15	25	20	400	5	70	120	10	4	65	85	5	20	400	5	70	110	10	2	49	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
16	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	100	95	10	85	15	30	20	600	5	110	95	10	2	5	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	2	49	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
17	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	60	70	5	120	15	30	15	600	7	70	95	5	2	5	50	30	0	105	10	25	15	600	7	70	100	5	4	65	60	0	15	600	7	70	90	5	2	49	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
18	1	6	1	3	2	7	4	1	5	99	1	3	4	1	4	4	5	1	2	0	100	95	15	85	10	20	15	600	7	110	150	10	2	5	90	50	4	70	5	15	15	600	7	90	150	10	4	115	85	10	15	600	7	110	140	10	2	49	0	0	4	4	5	5	4	1	4	5	1	4	3	2	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	4	4	1
19	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	75	70	7	110	20	20	20	600	10	70	120	5	4	1	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	64	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
20	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	75	130	5	120	15	30	20	300	10	70	95	10	4	1	75	70	0	105	10	25	20	400	10	70	100	10	4	80	100	0	20	400	10	70	90	10	2	64	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
21	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	60	95	5	110	20	30	20	400	5	70	120	10	4	1	50	50	2	85	15	25	20	400	5	70	120	10	4	65	85	5	20	400	5	70	110	10	1	64	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
22	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	100	95	10	85	15	30	20	600	5	110	95	10	4	1	90	50	4	70	10	25	20	600	5	90	100	10	4	115	85	10	20	600	5	110	90	10	1	64	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
23	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	60	70	5	120	15	30	15	600	7	70	95	5	4	1	50	30	0	105	10	25	15	600	7	70	100	5	4	65	60	0	15	600	7	70	90	5	1	64	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
24	2	6	1	4	1	5	7	1	8	1	4	4	4	1	1	3	5	2	5	1	100	95	15	85	10	20	15	600	7	110	150	10	4	1	90	50	4	70	5	15	15	600	7	90	150	10	4	115	85	10	15	600	7	110	140	10	1	64	0	0	5	5	2	5	5	2	1	5	5	5	3	3	3	5	5	5	5	5	4	3	3	5	1	3	3	3	3	3	3	3	3	3	3	3
25	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	75	70	7	110	20	20	20	600	10	70	120	5	2	1	75	30	2	85	15	15	20	400	10	70	120	5	2	80	60	5	20	600	10	70	110	5	1	18	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
26	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	75	130	5	120	15	30	20	300	10	70	95	10	1	1	75	70	0	105	10	25	20	400	10	70	100	10	2	80	100	0	20	400	10	70	90	10	3	18	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
27	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	60	95	5	110	20	30	20	400	5	70	120	10	2	1	50	50	2	85	15	25	20	400	5	70	120	10	2	65	85	5	20	400	5	70	110	10	1	18	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
28	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	100	95	10	85	15	30	20	600	5	110	95	10	2	1	90	50	4	70	10	25	20	600	5	90	100	10	2	115	85	10	20	600	5	110	90	10	2	18	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
29	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	60	70	5	120	15	30	15	600	7	70	95	5	2	1	50	30	0	105	10	25	15	600	7	70	100	5	2	65	60	0	15	600	7	70	90	5	1	18	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
30	1	5	3	2	4	3	6	2	5	2	1	4	3	2	7	3	1	2	3	2	100	95	15	85	10	20	15	600	7	110	150	10	2	1	90	50	4	70	5	15	15	600	7	90	150	10	2	115	85	10	15	600	7	110	140	10	1	18	0	0	5	3	5	5	5	4	5	3	2	2	3	4	3	4	4	3	4	3	5	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2
31	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	75	70	7	110	20	20	20	600	10	70	120	5	3	1	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	39	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
32	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	75	130	5	120	15	30	20	300	10	70	95	10	2	1	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	3	39	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
33	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	60	95	5	110	20	30	20	400	5	70	120	10	1	1	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	39	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
34	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	100	95	10	85	15	30	20	600	5	110	95	10	3	1	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	2	39	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
35	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	60	70	5	120	15	30	15	600	7	70	95	5	2	1	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	1	39	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
36	2	5	3	2	1	2	4	1	22	1	4	5	2	2	2	4	1	1	4	2	100	95	15	85	10	20	15	600	7	110	150	10	1	1	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	39	0	0	4	2	4	4	4	4	2	3	2	4	2	2	5	5	5	4	3	4	5	4	5	4	5	5	3	2	1	5	2	4	3	4	4	1
37	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	75	70	7	110	20	20	20	600	10	70	120	5	3	5	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	48	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
38	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	75	130	5	120	15	30	20	300	10	70	95	10	3	5	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	1	48	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
39	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	60	95	5	110	20	30	20	400	5	70	120	10	1	5	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	3	48	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
40	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	100	95	10	85	15	30	20	600	5	110	95	10	1	5	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	1	48	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
41	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	60	70	5	120	15	30	15	600	7	70	95	5	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	48	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
42	2	5	2	4	3	1	6	1	13	1	2	7	2	4	5	4	3	1	4	3	100	95	15	85	10	20	15	600	7	110	150	10	1	5	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	48	4	4	3	3	1	5	1	3	2	5	5	5	1	1	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	3
43	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	75	70	7	110	20	20	20	600	10	70	120	5	1	1	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	52	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
44	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	75	130	5	120	15	30	20	300	10	70	95	10	1	1	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	2	52	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
45	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	60	95	5	110	20	30	20	400	5	70	120	10	1	1	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	52	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
46	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	100	95	10	85	15	30	20	600	5	110	95	10	1	1	90	50	4	70	10	25	20	600	5	90	100	10	3	115	85	10	20	600	5	110	90	10	1	52	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
47	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	60	70	5	120	15	30	15	600	7	70	95	5	1	1	50	30	0	105	10	25	15	600	7	70	100	5	3	65	60	0	15	600	7	70	90	5	1	52	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
48	2	5	2	3	1	1	6	2	1	2	1	3	3	2	1	7	1	1	4	1	100	95	15	85	10	20	15	600	7	110	150	10	1	1	90	50	4	70	5	15	15	600	7	90	150	10	3	115	85	10	15	600	7	110	140	10	1	52	0	0	3	4	2	2	2	3	2	5	3	2	1	2	2	3	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	2	4	4
49	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	75	70	7	110	20	20	20	600	10	70	120	5	1	5	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	72	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
50	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	75	130	5	120	15	30	20	300	10	70	95	10	1	5	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	3	72	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
51	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	60	95	5	110	20	30	20	400	5	70	120	10	1	5	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	72	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
52	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	100	95	10	85	15	30	20	600	5	110	95	10	4	5	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	2	72	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
53	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	60	70	5	120	15	30	15	600	7	70	95	5	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	72	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
54	1	5	1	3	2	1	6	1	1	1	1	5	3	4	1	4	4	1	4	3	100	95	15	85	10	20	15	600	7	110	150	10	3	5	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	72	2	2	3	4	1	2	1	4	2	5	5	4	1	1	5	5	5	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	5	5	2
55	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	75	70	7	110	20	20	20	600	10	70	120	5	1	5	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	74	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
56	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	75	130	5	120	15	30	20	300	10	70	95	10	1	5	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	2	74	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
57	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	60	95	5	110	20	30	20	400	5	70	120	10	1	5	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	74	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
58	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	100	95	10	85	15	30	20	600	5	110	95	10	1	5	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	1	74	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
59	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	60	70	5	120	15	30	15	600	7	70	95	5	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	74	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
60	2	5	4	3	1	1	7	1	1	1	4	7	2	4	1	1	5	1	4	3	100	95	15	85	10	20	15	600	7	110	150	10	1	5	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	74	4	4	1	5	5	5	5	5	5	5	4	5	1	1	5	4	1	3	1	4	2	4	5	3	3	3	3	3	3	3	1	1	5	5	1	1
61	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	75	70	7	110	20	20	20	600	10	70	120	5	1	5	75	30	2	85	15	15	20	400	10	70	120	5	1	80	60	5	20	600	10	70	110	5	1	87	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
62	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	75	130	5	120	15	30	20	300	10	70	95	10	1	5	75	70	0	105	10	25	20	400	10	70	100	10	1	80	100	0	20	400	10	70	90	10	2	87	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
63	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	60	95	5	110	20	30	20	400	5	70	120	10	1	5	50	50	2	85	15	25	20	400	5	70	120	10	1	65	85	5	20	400	5	70	110	10	1	87	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
64	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	100	95	10	85	15	30	20	600	5	110	95	10	4	5	90	50	4	70	10	25	20	600	5	90	100	10	1	115	85	10	20	600	5	110	90	10	1	87	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
65	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	60	70	5	120	15	30	15	600	7	70	95	5	1	5	50	30	0	105	10	25	15	600	7	70	100	5	1	65	60	0	15	600	7	70	90	5	1	87	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
66	2	5	1	4	1	1	7	1	13	1	1	7	2	4	5	2	1	2	5	3	100	95	15	85	10	20	15	600	7	110	150	10	1	5	90	50	4	70	5	15	15	600	7	90	150	10	1	115	85	10	15	600	7	110	140	10	1	87	0	0	1	5	3	3	1	3	3	5	5	5	1	1	4	4	3	3	3	2	4	4	5	3	1	5	4	1	3	5	5	3	3	2	2	4
67	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	75	70	7	110	20	20	20	600	10	70	120	5	3	1	75	30	2	85	15	15	20	400	10	70	120	5	3	80	60	5	20	600	10	70	110	5	1	138	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
68	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	75	130	5	120	15	30	20	300	10	70	95	10	3	1	75	70	0	105	10	25	20	400	10	70	100	10	3	80	100	0	20	400	10	70	90	10	3	138	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
69	2	5	2	1	1	2	6	1	5	1	2	3	3	2	1	4	2	1	1	1	60	95	5	110	20	30	20	400	5	70	120	10	2	1	50	50	2	85	15	25	20	400	5	70	120	10	3	65	85	5	20	400	5	70	110	10	1	138	0	0	4	4	4	5	4	2	4	4	4	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4
